구,행정동,사업체수,사업체수,종사자수,종사자수,종사자수,A. 농업 임업 및 어업,A. 농업 임업 및 어업,B. 광업,B. 광업,C. 제조업,C. 제조업,D. 전기 가스 증기 및 공기조절 공급업,D. 전기 가스 증기 및 공기조절 공급업,E. 수도 하수 및 폐기물 처리 원료 재생업,E. 수도 하수 및 폐기물 처리 원료 재생업,F. 건설업,F. 건설업,G. 도매 및 소매업,G. 도매 및 소매업,H. 운수 및 창고업,H. 운수 및 창고업,I. 숙박 및 음식점업,I. 숙박 및 음식점업,J. 정보통신업,J. 정보통신업,K. 금융 및 보험업,K. 금융 및 보험업,L. 부동산업,L. 부동산업,M. 전문 과학 및 기술 서비스업,M. 전문 과학 및 기술 서비스업,N. 사업시설 관리 사업 지원 및 임대 서비스업,N. 사업시설 관리 사업 지원 및 임대 서비스업,O. 공공행정 국방 및 사회보장 행정,O. 공공행정 국방 및 사회보장 행정,P. 교육 서비스업,P. 교육 서비스업,Q. 보건업 및 사회복지 서비스업,Q. 보건업 및 사회복지 서비스업,R. 예술 스포츠 및 여가관련 서비스업,R. 예술 스포츠 및 여가관련 서비스업,S. 협회 및 단체 수리 및 기타 개인 서비스업,S. 협회 및 단체 수리 및 기타 개인 서비스업
동작구,사당2동,"1,633",687,"6,712","2,932","3,780",-,-,-,-,50,234,-,-,-,-,28,139,356,"1,194",131,435,401,"1,324",12,79,8,101,99,276,39,136,23,772,3,88,87,510,95,653,86,241,215,530
관악구,소계,"25,505","9,687","115,329","59,684","55,645",-,-,-,-,"1,185","4,492",1,4,9,170,709,"9,225","5,047","15,299","3,414","5,480","5,662","17,812",265,"3,036",167,"1,966","1,480","4,259",645,"4,958",367,"5,654",48,"3,273","1,207","16,475","1,179","13,504","1,061","3,406","3,059","6,316"
관악구,보라매동,"1,367",576,"6,557","3,298","3,259",-,-,-,-,62,190,-,-,-,-,37,406,453,"1,145",143,148,265,762,12,295,13,258,53,176,18,644,15,905,1,21,58,681,56,571,32,77,149,278
관악구,청림동,451,209,"1,385",570,815,-,-,-,-,19,44,-,-,-,-,12,35,63,169,82,82,64,158,2,4,1,13,29,83,5,46,3,56,1,18,63,200,32,313,14,55,61,109
관악구,행운동,"1,372",598,"6,845","3,085","3,760",-,-,-,-,32,115,-,-,-,-,29,402,306,"1,127",88,95,284,825,19,158,15,229,91,248,41,144,27,249,3,42,95,725,80,"1,958",56,143,206,385
관악구,낙성대동,"1,296",451,"7,867","4,302","3,565",-,-,-,-,63,202,-,-,-,-,30,588,181,870,61,451,506,"2,118",35,640,8,42,74,245,51,499,11,183,3,102,30,234,59,886,66,414,118,393
관악구,중앙동,965,357,"5,516","3,264","2,252",-,-,-,-,41,97,-,-,-,-,33,"1,824",174,609,84,86,213,623,11,46,10,192,73,197,29,144,14,247,1,22,50,425,76,657,35,104,121,243
관악구,인헌동,"1,053",418,"3,578","1,665","1,913",-,-,-,-,66,340,1,4,1,20,27,135,218,583,123,143,207,591,12,258,9,125,65,167,30,212,7,32,2,25,52,282,63,381,44,85,126,195
관악구,남현동,872,325,"4,957","2,655","2,302",-,-,-,-,22,67,-,-,-,-,18,549,157,646,70,79,239,918,18,192,10,97,39,92,23,366,15,774,5,97,51,331,51,326,38,111,116,312
관악구,서원동,"1,279",510,"7,459","3,464","3,995",-,-,-,-,16,68,-,-,-,-,28,624,285,"1,015",110,133,413,"1,738",10,85,12,93,58,286,34,168,15,755,2,79,41,232,59,"1,469",67,314,129,400
관악구,신원동,814,344,"2,356","1,009","1,347",-,-,-,-,45,134,-,-,-,-,27,102,209,456,64,69,178,370,5,14,3,21,41,77,20,78,7,48,1,140,35,231,37,382,25,44,117,190
관악구,서림동,"1,115",334,"3,245","1,899","1,346",-,-,-,-,34,100,-,-,1,1,23,130,158,422,367,663,226,501,5,19,1,11,52,142,9,42,17,49,2,79,46,386,37,421,42,103,95,176
관악구,신사동,"1,359",515,"4,356","2,262","2,094",-,-,-,-,111,418,-,-,-,-,69,499,317,855,97,164,233,543,15,45,9,60,91,220,30,117,22,111,2,78,52,308,51,450,57,149,203,339
관악구,신림동,"1,687",717,"6,638","3,294","3,344",-,-,-,-,43,131,-,-,1,2,27,373,330,"1,010",40,76,605,"2,200",17,206,10,169,137,426,47,166,28,390,2,62,24,121,61,485,116,311,199,510
관악구,난향동,397,162,"1,886",944,942,-,-,-,-,18,58,-,-,-,-,11,44,61,140,105,255,36,86,2,3,3,19,18,53,4,7,8,428,2,56,31,310,36,311,17,41,45,75
관악구,조원동,"2,150",693,"7,116","3,997","3,119",-,-,-,-,197,812,-,-,3,66,68,592,385,"1,304",568,674,352,"1,008",19,448,14,130,93,265,38,235,41,315,1,19,48,209,57,523,77,180,189,336
관악구,대학동,"1,636",620,"15,017","8,174","6,843",-,-,-,-,18,65,-,-,-,-,16,38,174,569,109,543,643,"1,972",36,248,7,93,105,236,119,"1,522",37,264,3,30,79,"8,240",36,253,132,624,122,320
관악구,은천동,"1,562",574,"6,658","3,675","2,983",-,-,-,-,98,401,-,-,2,38,55,852,325,"1,172",200,459,283,783,7,128,11,95,90,211,22,87,29,362,4,173,96,461,73,904,51,102,216,430
관악구,성현동,821,303,"2,951","1,447","1,504",-,-,-,-,33,112,-,-,-,-,39,238,100,246,194,209,83,223,7,65,2,15,50,177,11,111,6,186,1,25,101,724,50,333,22,82,122,205
관악구,청룡동,"1,855",751,"10,350","5,667","4,683",-,-,-,-,46,175,-,-,1,43,48,"1,284",407,"1,224",116,178,388,"1,247",25,151,18,175,174,575,75,219,36,134,6,"2,072",82,855,88,"1,133",85,262,260,623
관악구,난곡동,954,305,"2,452","1,140","1,312",-,-,-,-,37,89,-,-,-,-,32,81,173,421,267,281,111,302,1,4,4,52,34,62,9,19,6,23,1,24,45,410,55,378,28,60,151,246
관악구,삼성동,"1,010",378,"2,618","1,238","1,380",-,-,-,-,41,98,-,-,-,-,28,76,265,573,255,268,120,215,2,3,2,23,51,109,8,61,7,38,1,23,37,379,41,462,16,32,136,258
관악구,미성동,"1,490",547,"5,522","2,635","2,887",-,-,-,-,143,776,-,-,-,-,52,353,306,743,271,424,213,629,5,24,5,54,62,212,22,71,16,105,4,86,91,731,81,908,41,113,178,293
서초구,소계,"46,940","15,153","438,985","261,147","177,838",3,39,3,8,"1,068","6,093",18,224,18,305,"1,603","62,873","11,890","66,616","1,611","10,027","6,554","31,160","2,286","32,357",990,"17,835","3,508","14,516","6,892","68,949","1,328","52,336",67,"11,410","2,688","22,768","1,663","21,162","1,343","7,649","3,407","12,658"
서초구,서초1동,"3,811","1,047","32,022","18,686","13,336",-,-,-,-,89,735,-,-,1,1,110,"3,095","1,003","6,130",87,398,466,"1,919",232,"2,406",75,"1,276",302,"1,032",653,"5,149",110,"4,230",3,91,172,"2,476",122,"1,496",125,492,261,"1,096"
서초구,서초2동,"5,072","1,431","53,003","34,023","18,980",1,32,-,-,83,303,9,193,2,28,129,"11,493","1,176","5,991",81,567,524,"2,735",508,"4,977",203,"7,829",418,"1,538",785,"5,275",229,"5,655",6,"1,556",375,"2,125",142,"1,253",89,379,312,"1,074"
서초구,서초3동,"7,725","1,973","81,064","48,959","32,105",-,-,-,-,125,974,1,4,3,105,202,"6,617","1,285","9,550",168,"1,421","1,045","4,953",393,"9,663",193,"1,656",553,"2,229","2,433","16,716",216,"11,537",14,"6,771",237,"2,676",164,"1,509",246,"2,340",447,"2,343"
서초구,서초4동,"3,012",994,"28,529","13,739","14,790",-,-,-,-,27,214,-,-,-,-,44,"2,219",482,"4,714",33,313,501,"3,089",87,915,97,"1,736",276,"1,338",617,"4,023",97,"3,174",3,44,226,"2,588",250,"3,079",89,383,183,700
서초구,잠원동,"2,199",772,"18,054","10,235","7,819",-,-,1,5,55,555,-,-,2,4,63,"2,614",426,"2,754",68,156,398,"1,964",132,"1,447",35,274,208,884,268,"2,131",74,"1,657",3,105,147,746,96,916,68,"1,381",155,461
서초구,반포본동,665,356,"2,326","1,053","1,273",-,-,-,-,14,30,-,-,-,-,9,14,229,424,7,7,107,326,3,271,4,36,42,122,14,59,17,80,2,29,124,753,17,64,7,15,69,96
서초구,반포1동,"1,737",676,"10,255","5,881","4,374",-,-,1,2,23,109,-,-,-,-,41,"1,921",384,"1,657",46,99,288,995,104,856,25,258,168,591,168,"1,279",50,424,1,31,91,675,99,675,61,205,187,478
서초구,반포2동,306,149,"2,142",967,"1,175",-,-,-,-,4,10,-,-,-,-,9,34,58,160,11,26,32,147,1,5,9,95,42,281,7,14,5,52,3,212,45,629,25,169,9,93,46,215
서초구,반포3동,964,440,"7,502","3,982","3,520",-,-,-,-,13,55,1,5,-,-,13,"1,622",266,"1,034",6,12,129,755,6,27,14,131,126,444,22,175,21,"1,267",1,26,149,733,87,804,30,159,80,253
서초구,반포4동,"3,291","1,493","29,877","14,627","15,250",-,-,-,-,85,190,-,-,4,69,27,"1,504","1,614","6,745",80,"2,258",496,"4,326",47,684,43,540,140,"1,094",139,"2,151",32,"1,015",7,302,254,"2,424",63,"5,033",74,661,186,881
서초구,방배본동,"1,623",655,"10,497","5,551","4,946",-,-,-,-,54,271,-,-,-,-,88,491,430,"1,768",46,161,278,897,47,733,16,201,94,"1,080",116,783,34,"2,433",3,295,120,436,49,399,73,160,175,389
서초구,방배1동,"1,907",654,"16,332","9,436","6,896",-,-,-,-,42,223,-,-,-,-,74,"4,495",454,"2,335",68,93,272,931,103,964,33,505,167,396,188,"1,492",51,"3,096",1,30,113,586,80,468,84,189,177,529
서초구,방배2동,"1,852",653,"17,806","9,521","8,285",-,-,-,-,53,193,-,-,-,-,89,"2,183",384,"3,031",125,"1,551",350,"1,542",63,980,62,987,143,367,161,953,47,"3,929",2,68,101,658,62,623,48,88,162,653
서초구,방배3동,"1,186",378,"13,826","9,415","4,411",-,-,-,-,41,131,2,6,2,29,76,"4,158",256,"1,645",85,305,106,400,61,"1,218",12,364,102,378,107,901,38,968,4,118,79,"1,524",43,845,24,148,148,688
서초구,방배4동,"2,149",753,"14,635","8,379","6,256",-,-,-,-,76,325,1,1,-,-,104,"3,038",473,"1,996",68,156,279,890,90,908,31,525,197,751,235,"1,817",51,"1,558",2,215,141,"1,056",123,737,66,220,212,442
서초구,양재1동,"3,616","1,070","44,006","28,071","15,935",-,-,-,-,98,821,3,12,2,55,175,"6,943",796,"5,180",242,528,562,"2,398",189,"3,324",57,673,248,942,444,"12,003",100,"5,922",6,519,168,"1,544",130,"1,693",116,283,280,"1,166"
서초구,양재2동,"4,989","1,381","48,262","33,048","15,214",1,6,1,1,171,873,1,3,2,14,318,"8,423","1,849","10,336",279,"1,301",634,"2,472",202,"2,908",75,724,230,907,497,"13,131",140,"4,450",1,30,111,703,66,486,121,392,290,"1,102"
서초구,내곡동,836,278,"8,847","5,574","3,273",1,1,-,-,15,81,-,-,-,-,32,"2,009",325,"1,166",111,675,87,421,18,71,6,25,52,142,38,897,16,889,5,968,35,436,45,913,13,61,37,92
강남구,소계,"71,027","22,257","698,840","387,884","310,956",5,36,3,3,"1,650","16,875",58,"1,169",22,827,"1,809","46,663","16,401","143,936","3,193","11,337","11,037","59,357","4,199","59,034","1,958","32,538","6,027","30,802","8,842","110,363","1,938","76,627",58,"6,202","3,903","29,778","3,042","42,029","1,840","9,120","5,042","22,144"
강남구,신사동,"4,140","1,506","26,210","12,104","14,106",-,-,-,-,219,871,-,-,-,-,66,786,"1,026","5,988",57,275,816,"4,328",160,"1,740",48,290,213,874,472,"3,833",69,"1,148",2,60,248,"1,266",344,"3,305",91,474,309,972
강남구,논현1동,"5,309","1,619","41,829","21,876","19,953",-,-,1,1,136,"1,247",1,2,1,97,139,"2,984","1,304","9,493",132,433,821,"3,754",399,"5,408",81,965,419,"1,771",752,"6,270",177,"3,362",2,97,120,731,252,"3,188",147,622,425,"1,404"
강남구,논현2동,"5,596","1,604","62,264","36,707","25,557",-,-,-,-,171,"2,074",7,50,-,-,149,"6,317","1,219","14,621",181,"1,723",942,"4,691",479,"5,839",109,"1,067",426,"2,835",923,"11,687",192,"5,120",4,613,146,"1,131",180,"1,905",131,656,337,"1,935"
강남구,삼성1동,"4,079","1,141","63,573","36,995","26,578",-,-,-,-,62,281,2,2,1,12,86,"3,046","1,348","21,252",91,861,660,"5,936",229,"7,067",167,"2,422",322,"2,077",540,"10,049",144,"5,343",4,266,75,696,109,"1,531",76,"1,468",163,"1,264"
강남구,삼성2동,"3,661","1,105","37,531","19,567","17,964",-,-,-,-,80,654,1,4,-,-,112,"1,700",732,"4,670",74,278,484,"2,373",300,"3,354",156,"2,706",446,"2,177",551,"5,697",114,"7,695",5,"2,304",163,824,111,"1,617",83,405,249,"1,073"
강남구,대치1동,"1,068",469,"6,451","2,849","3,602",-,-,-,-,10,32,-,-,-,-,21,102,151,478,12,25,145,849,8,20,24,290,126,357,17,564,5,20,3,169,304,"2,474",112,691,38,132,92,248
강남구,대치4동,"3,677","1,236","31,920","18,437","13,483",-,-,1,1,61,275,3,196,2,68,79,863,672,"7,874",51,386,699,"3,205",128,"1,984",93,"4,144",347,"1,787",298,"3,061",71,"2,349",2,95,606,"3,109",130,"1,013",141,564,293,946
강남구,역삼1동,"15,451","4,252","155,883","90,145","65,738",1,3,-,-,203,"1,804",20,357,5,81,307,"8,703","3,272","28,010",183,919,"2,475","13,514","1,399","16,417",617,"11,149","1,405","7,743","2,752","37,038",480,"12,159",9,775,553,"5,035",445,"6,429",369,"1,478",956,"4,269"
강남구,역삼2동,"3,775","1,120","38,437","21,344","17,093",2,25,-,-,86,"1,231",4,6,-,-,122,"2,498",804,"6,291",98,"1,124",523,"1,941",266,"3,500",170,"3,366",440,"2,021",517,"5,337",136,"7,549",2,72,154,"1,157",132,"1,243",100,346,219,730
강남구,도곡1동,"1,596",530,"17,066","9,477","7,589",-,-,-,-,38,481,3,86,-,-,43,"2,423",344,"2,546",58,160,233,"1,079",93,"1,757",52,483,158,631,150,"1,755",43,838,-,-,114,875,103,"3,306",41,237,123,409
강남구,도곡2동,"1,828",646,"19,895","11,973","7,922",-,-,-,-,42,"1,673",1,3,2,137,72,"2,928",464,"3,459",29,423,269,"1,455",85,"1,702",58,957,150,745,230,"3,235",37,"1,107",1,23,120,928,72,387,71,301,125,432
강남구,개포1동,169,64,875,664,211,-,-,-,-,5,9,-,-,-,-,7,32,36,87,44,445,12,25,-,-,1,6,24,121,1,3,-,-,1,15,15,93,3,9,1,4,19,26
강남구,개포4동,"1,884",558,"10,524","6,440","4,084",-,-,-,-,56,200,-,-,-,-,159,"2,158",621,"2,485",113,188,202,624,41,414,14,65,102,653,193,"1,193",37,695,3,79,66,438,59,650,63,180,155,502
강남구,일원본동,500,236,"9,755","2,808","6,947",-,-,-,-,6,18,-,-,-,-,14,43,87,383,43,58,53,463,5,241,6,71,59,264,18,48,4,32,2,55,75,688,46,"7,149",19,83,63,159
강남구,일원1동,"2,123",335,"6,888","4,437","2,451",-,-,-,-,19,54,1,103,1,62,48,"1,423",194,568,"1,320","1,333",172,588,13,57,3,20,37,82,32,244,18,975,2,80,58,393,62,507,48,217,95,182
강남구,일원2동,564,202,"9,506","6,663","2,843",-,-,-,-,7,21,3,304,1,141,24,157,137,775,66,207,67,216,8,582,4,55,49,"1,074",24,255,15,"4,129",2,397,40,231,52,784,12,58,53,120
강남구,수서동,"1,504",382,"18,055","10,363","7,692",-,-,-,-,38,150,1,33,1,3,97,"3,006",478,"3,811",119,779,191,979,44,371,22,482,105,638,142,"1,237",56,"4,894",2,68,27,388,61,656,20,281,100,279
강남구,세곡동,"1,338",462,"7,062","3,870","3,192",-,-,-,-,31,313,-,-,-,-,21,268,285,"1,325",287,988,187,617,10,13,17,68,103,314,48,508,23,126,2,65,95,949,86,"1,001",31,110,112,397
강남구,압구정동,"3,919","1,476","29,427","13,143","16,284",-,-,-,-,116,"1,514",-,-,1,1,46,736,"1,078","6,886",46,119,772,"4,610",119,"1,647",67,740,228,"1,004",312,"3,669",74,"1,273",2,59,251,"2,119",304,"2,552",106,415,397,"2,083"
강남구,청담동,"4,212","1,693","38,137","18,127","20,010",-,-,-,-,164,"2,407",4,4,6,222,96,"2,435","1,073","9,041",58,161,679,"5,051",146,"1,498",70,829,410,"1,461",425,"4,254",124,"2,233",3,258,195,"1,392",225,"2,863",107,518,427,"3,510"
강남구,대치2동,"3,897","1,286","64,496","38,545","25,951",2,8,1,1,91,"1,553",7,19,1,3,88,"3,990",954,"13,542",78,342,527,"2,757",256,"5,393",171,"2,293",327,"1,819",429,"10,337",113,"15,568",4,636,388,"3,800",112,964,109,465,239,"1,006"
강남구,개포2동,737,335,"3,056","1,350","1,706",-,-,-,-,9,13,-,-,-,-,13,65,122,351,53,110,108,302,11,30,8,70,131,354,16,89,6,12,1,16,90,"1,061",42,279,36,106,91,198
송파구,소계,"48,644","16,675","341,201","202,213","138,988",6,276,1,6,"1,534","9,324",10,26,29,578,"1,851","40,900","13,699","63,804","5,836","14,813","7,461","30,248",939,"27,920",546,"9,047","2,725","12,871","2,754","30,886",862,"24,285",72,"7,786","2,400","20,169","1,876","28,837","1,726","8,720","4,317","10,705"
송파구,풍납1동,730,282,"2,489","1,107","1,382",-,-,-,-,39,225,-,-,-,-,17,91,174,423,152,276,111,230,3,24,10,163,31,74,16,38,9,108,2,20,28,192,31,380,21,38,86,207
송파구,풍납2동,"1,151",398,"16,316","6,241","10,075",-,-,-,-,41,416,-,-,5,32,36,456,237,"1,076",178,441,145,703,7,48,6,64,79,202,77,470,19,907,4,361,89,"1,460",55,"9,297",42,106,131,277
송파구,거여1동,826,277,"3,649","1,831","1,818",-,-,-,-,42,140,2,5,1,3,27,199,175,768,188,209,123,316,6,32,3,6,34,76,11,83,12,716,1,17,35,294,39,561,36,71,91,153
송파구,거여2동,841,297,"4,560","2,425","2,135",-,-,-,-,25,108,-,-,-,-,25,430,136,419,207,744,108,346,2,2,6,52,53,188,15,310,21,155,2,52,49,320,68,"1,166",39,122,85,146
송파구,마천1동,994,328,"2,411","1,293","1,118",-,-,-,-,44,130,-,-,-,-,34,125,159,400,310,454,144,287,3,9,1,9,60,112,6,12,4,13,3,51,36,251,45,320,20,41,125,197
송파구,마천2동,"1,350",490,"4,236","2,256","1,980",-,-,-,-,95,284,-,-,-,-,40,131,327,884,324,639,168,394,8,134,7,60,45,92,9,91,10,33,3,218,39,201,79,748,36,65,160,262
송파구,방이1동,"1,317",502,"8,454","5,014","3,440",-,-,-,-,55,550,-,-,-,-,56,763,228,"1,365",91,296,257,924,13,96,9,64,74,475,60,745,14,694,2,94,191,"1,509",51,341,71,182,145,356
송파구,방이2동,"3,125","1,038","19,808","12,136","7,672",-,-,-,-,84,681,2,4,1,120,142,"2,222",685,"4,324",207,380,730,"2,994",85,"1,330",49,568,238,828,279,"1,715",60,"1,575",1,20,87,967,95,"1,155",137,306,243,619
송파구,오륜동,496,219,"5,724","3,159","2,565",1,4,-,-,6,9,-,-,1,3,16,80,179,369,8,17,51,352,1,4,9,82,24,131,6,44,2,"1,375",3,527,31,"1,268",18,102,85,"1,221",55,136
송파구,오금동,"2,397",782,"16,687","9,362","7,325",-,-,-,-,141,956,-,-,-,-,167,"1,444",543,"2,838",366,612,317,"1,052",19,643,14,177,113,344,54,630,47,"5,010",2,52,192,"1,315",79,727,92,349,251,538
송파구,송파1동,"2,509",864,"14,692","9,137","5,555",-,-,-,-,82,256,1,1,-,-,116,"4,410",463,"1,661",553,627,426,"1,649",36,402,22,176,108,326,150,944,53,685,2,26,93,624,74,"2,142",99,240,231,523
송파구,송파2동,836,371,"4,149","2,114","2,035",-,-,-,-,20,134,-,-,-,-,25,463,178,563,67,70,135,366,6,30,2,21,65,248,27,331,11,281,1,26,104,953,55,329,30,76,110,258
송파구,석촌동,"2,666",971,"15,306","9,093","6,213",1,93,-,-,96,340,-,-,-,-,119,"2,941",583,"2,091",222,322,520,"1,624",44,259,29,668,183,487,133,"1,195",47,"1,932",3,44,151,876,110,"1,247",123,246,302,941
송파구,삼전동,"2,028",738,"11,418","7,236","4,182",1,171,-,-,68,357,1,1,1,47,80,"3,175",391,"1,612",224,496,356,"1,150",30,244,11,67,128,404,86,641,20,193,3,100,153,"1,074",89,838,100,238,286,610
송파구,가락본동,"3,489","1,071","25,440","15,642","9,798",1,1,-,-,106,664,1,9,2,128,206,"4,530",995,"4,978",179,374,623,"2,236",119,"1,186",53,591,176,925,255,"3,161",103,"1,090",5,"1,065",89,"1,058",103,"2,303",217,490,256,651
송파구,가락1동,"2,988",808,"11,391","7,674","3,717",1,5,-,-,22,121,-,-,3,39,-,-,"2,544","8,525",32,64,119,421,8,56,13,133,73,567,16,98,9,530,2,50,14,142,42,329,3,29,87,282
송파구,가락2동,"1,901",737,"9,763","5,295","4,468",-,-,1,6,76,418,-,-,1,32,100,"1,042",417,"1,985",194,357,252,796,30,291,16,175,112,531,71,"1,311",26,296,2,24,160,944,102,839,87,196,254,520
송파구,문정1동,"1,295",467,"6,194","3,644","2,550",-,-,-,-,63,345,-,-,1,11,83,"1,030",299,"1,303",127,191,192,585,19,148,4,27,98,536,61,382,24,239,1,24,63,382,47,532,50,130,163,329
송파구,문정2동,"7,131","1,859","59,850","40,335","19,515",-,-,-,-,257,"2,221",3,6,6,127,316,"10,162","2,267","11,669",908,"2,626",757,"3,126",386,"5,605",75,519,343,"2,506","1,025","11,838",211,"5,021",7,"1,939",123,528,114,856,81,325,252,776
송파구,장지동,"1,337",444,"9,229","6,032","3,197",-,-,-,-,41,140,-,-,2,24,62,713,208,725,321,"2,530",179,526,7,94,5,51,86,592,45,"1,300",18,211,4,124,98,"1,013",80,637,46,168,135,381
송파구,위례동,667,313,"3,859","2,126","1,733",-,-,-,-,13,26,-,-,-,-,2,5,121,328,92,"1,357",141,556,4,16,1,8,67,252,11,21,6,21,2,24,85,601,49,489,17,45,56,110
송파구,잠실본동,"3,042","1,115","19,197","11,398","7,799",-,-,-,-,72,301,-,-,3,6,92,"3,276",594,"2,780",129,323,773,"3,117",50,680,39,351,208,995,151,"1,942",66,"1,803",3,122,156,914,150,"1,098",209,639,347,850
송파구,잠실4동,383,196,"1,696",535,"1,161",-,-,-,-,4,10,-,-,2,6,7,36,74,230,47,63,39,148,1,4,3,37,49,161,8,20,-,-,2,65,55,525,47,258,5,21,40,112
송파구,잠실6동,"2,629",787,"49,280","30,612","18,668",1,2,-,-,24,448,-,-,-,-,34,"2,949",694,"9,209",589,886,432,"3,576",38,"16,517",129,"4,696",88,"1,151",151,"3,434",47,"1,138",3,"2,393",85,459,106,"1,206",36,384,172,832
송파구,잠실7동,196,101,"1,284",561,723,-,-,-,-,1,3,-,-,-,-,9,86,60,93,8,31,19,51,2,3,4,46,20,80,2,5,4,194,1,11,22,529,7,23,4,20,33,109
송파구,잠실2동,777,410,"4,583","2,071","2,512",-,-,-,-,2,6,-,-,-,-,16,86,236,562,46,324,96,367,4,16,10,84,68,282,8,28,9,27,4,241,91,"1,077",63,388,23,840,101,255
송파구,잠실3동,"1,543",810,"9,536","3,884","5,652",-,-,-,-,15,35,-,-,-,-,24,55,732,"2,624",67,104,248,"2,356",8,47,16,152,102,306,21,97,10,38,4,96,81,693,78,526,17,"2,132",120,275
강동구,소계,"29,080","10,358","141,770","74,700","67,070",-,-,-,-,"1,292","4,855",1,4,17,513,989,"16,944","6,425","23,661","5,417","9,366","4,879","15,636",204,"1,783",236,"3,273","1,779","4,878",617,"7,004",453,"12,153",45,"2,733","1,491","10,578","1,277","19,036",930,"2,826","3,028","6,527"
강동구,강일동,962,284,"17,586","13,299","4,287",-,-,-,-,10,73,-,-,-,-,19,"7,731",114,654,365,"2,154",92,472,3,350,6,47,70,416,17,"2,853",8,664,2,59,83,"1,008",77,785,22,112,74,208
강동구,상일동,918,287,"5,176","2,234","2,942",-,-,-,-,48,137,-,-,1,1,26,145,160,560,241,276,154,531,3,7,5,27,81,312,19,159,9,85,2,43,41,910,26,"1,759",28,105,74,119
강동구,명일1동,"1,739",760,"6,643","2,730","3,913",-,-,-,-,41,114,-,-,-,-,35,298,426,"1,046",209,225,351,"1,041",7,18,14,129,89,240,19,68,14,518,3,34,131,609,118,"1,532",77,215,205,556
강동구,명일2동,987,443,"3,944","1,688","2,256",-,-,-,-,22,42,-,-,-,-,29,128,227,823,17,21,156,635,4,17,7,93,71,236,12,45,10,37,2,48,207,"1,024",63,456,57,154,103,185
강동구,고덕1동,732,308,"2,670","1,202","1,468",-,-,-,-,28,80,-,-,-,-,22,103,111,290,172,201,100,279,2,9,3,14,68,214,6,46,8,38,3,94,65,717,38,409,16,38,90,138
강동구,고덕2동,677,258,"2,548","1,112","1,436",-,-,-,-,21,75,1,4,2,52,7,22,105,340,148,167,79,236,2,4,5,35,148,369,1,3,1,4,1,23,29,569,37,351,15,124,75,170
강동구,암사2동,838,319,"3,711","1,647","2,064",-,-,-,-,27,90,-,-,-,-,24,213,142,395,189,479,126,394,8,11,4,48,56,111,14,64,10,877,2,45,69,415,47,285,29,89,91,195
강동구,암사3동,576,219,"2,185","1,040","1,145",-,-,-,-,21,68,-,-,1,136,15,195,123,375,124,124,55,172,2,6,1,13,35,104,7,12,4,33,2,65,77,519,27,207,9,32,73,124
강동구,천호1동,"1,534",524,"5,332","2,615","2,717",-,-,-,-,104,390,-,-,-,-,51,383,291,843,355,659,225,641,10,113,7,84,81,219,21,91,21,112,3,29,69,712,65,625,40,96,191,335
강동구,천호3동,"1,830",668,"7,474","3,898","3,576",-,-,-,-,56,181,-,-,2,21,56,365,473,"1,424",256,483,345,"1,014",16,155,33,560,120,312,33,814,43,467,3,67,50,222,68,776,57,129,219,484
강동구,성내1동,"2,048",628,"17,777","9,721","8,056",-,-,-,-,168,588,-,-,4,156,116,"2,682",529,"2,711",193,285,326,"1,144",33,210,18,203,102,227,131,745,66,"4,635",6,"1,716",84,706,64,"1,020",59,262,149,487
강동구,성내2동,"1,836",715,"6,770","3,253","3,517",-,-,-,-,103,297,-,-,2,41,68,442,410,"1,146",189,387,360,"1,036",14,61,27,698,122,281,41,178,44,394,2,38,60,209,83,891,61,140,250,531
강동구,성내3동,"2,439",927,"9,117","4,987","4,130",-,-,-,-,120,691,-,-,1,42,96,684,584,"2,347",216,314,497,"1,439",20,185,24,160,156,326,81,731,35,277,1,18,126,471,110,649,105,230,267,553
강동구,둔촌1동,17,5,283,195,88,-,-,-,-,1,9,-,-,-,-,-,-,9,63,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,194,-,-,-,-,4,7
강동구,둔촌2동,"1,553",539,"9,463","4,676","4,787",-,-,-,-,78,284,-,-,-,-,84,701,325,"2,183",255,619,240,840,10,41,8,99,90,239,38,269,19,60,3,96,87,585,59,"3,002",53,128,204,317
강동구,암사1동,"1,918",698,"5,646","2,777","2,869",-,-,-,-,123,422,-,-,1,2,82,468,378,992,418,616,322,855,7,28,5,76,92,188,14,47,16,79,2,34,69,237,78,"1,035",63,154,248,413
강동구,천호2동,"3,439","1,346","14,208","6,528","7,680",-,-,-,-,166,560,-,-,1,3,98,597,"1,189","4,609",349,431,653,"2,355",25,152,23,355,153,481,52,353,73,704,3,103,100,568,150,"1,779",100,415,304,743
강동구,길동,"5,037","1,430","21,237","11,098","10,139",-,-,-,-,155,754,-,-,2,59,161,"1,787",829,"2,860","1,720","1,915",798,"2,552",38,416,46,632,245,603,111,526,72,"3,169",5,221,142,903,167,"3,475",139,403,407,962
