NO,RGN_SORT,ENG_CLSF,USE_CLSF,YR_2019,YR_2018,YR_2017,YR_2016,YR_2015,UNIT
340,경기,수력,사업용,"565,136 ","706,387 ","548,459 ","566,835 ","371,493 ",MWh
341,경기,수력,자가용,"1,496 ","1,387 ","1,572 ","1,490 ","1,385 ",MWh
342,경기,해양,사업용,"474,321 ","485,353 ","489,466 ","495,556 ","496,354 ",MWh
343,경기,바이오가스,사업용,"44,346 ","39,052 ","36,955 ","21,914 ","15,075 ",MWh
344,경기,바이오가스,자가용,"8,829 ","12,007 ","10,089 ","13,012 ","4,904 ",MWh
345,경기,매립지가스,사업용,-,-,-,-,-,MWh
346,경기,매립지가스,자가용,-,-,-,-,-,MWh
347,경기,우드칩,사업용,-,-,-,"6,786 ","6,396 ",MWh
348,경기,우드칩,자가용,-,-,-,-,-,MWh
349,경기,목재펠릿,사업용,-,-,-,-,-,MWh
350,경기,목재펠릿,자가용,-,-,-,-,-,MWh
351,경기,폐목재,사업용,-,-,-,-,-,MWh
352,경기,폐목재,자가용,-,-,-,-,-,MWh
353,경기,흑액,자가용,-,-,-,-,-,MWh
354,경기,하수슬러지고형연료,사업용,-,-,-,-,-,MWh
355,경기,Bio-SRF,사업용,"261,955 ","198,697 ","9,807 ",-,-,MWh
356,경기,Bio-SRF,자가용,-,-,-,-,-,MWh
357,경기,바이오중유,사업용,-,"3,461 ",-,"16,321 ","18,346 ",MWh
358,경기,폐가스,사업용,-,-,-,-,-,MWh
359,경기,폐가스,자가용,-,-,-,-,-,MWh
360,경기,산업폐기물,사업용,"32,025 ","12,894 ","15,470 ","3,910 ",-,MWh
361,경기,산업폐기물,자가용,994 ,"1,766 ","3,208 ",47 ,-,MWh
362,경기,생활폐기물,사업용,"11,895 ","11,929 ","4,799 ","6,039 ","45,030 ",MWh
363,경기,생활폐기물,자가용,"74,404 ","99,937 ","95,788 ","93,485 ","49,977 ",MWh
364,경기,SRF,사업용,36 ,-,-,-,-,MWh
365,경기,SRF,자가용,-,-,-,-,-,MWh
366,경기,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
367,경기,정제연료유,사업용,-,99 ,-,-,-,MWh
368,경기,연료전지,사업용,"787,364 ","703,971 ","619,515 ","587,649 ","603,778 ",MWh
369,경기,연료전지,자가용,"5,932 ","4,304 ","3,864 ","3,346 ","2,659 ",MWh
370,경기,IGCC,사업용,-,-,-,-,-,MWh
371,강원,신재생에너지 총발전량,사업용,"3,601,066 ","3,398,197 ","2,718,679 ","1,771,536 ","1,398,929 ",MWh
372,강원,신재생에너지 총발전량,자가용,"74,755 ","56,938 ","48,415 ","37,910 ","123,081 ",MWh
373,강원,태양광,사업용,"911,118 ","587,855 ","338,972 ","208,091 ","162,639 ",MWh
374,강원,태양광,자가용,"71,474 ","54,326 ","45,659 ","33,630 ","26,493 ",MWh
375,강원,풍력,사업용,"683,585 ","689,450 ","640,828 ","440,953 ","395,575 ",MWh
376,강원,풍력,자가용,"1,851 ","1,979 ","1,837 ","1,682 ","1,689 ",MWh
377,강원,수력,사업용,"708,305 ","964,593 ","820,037 ","669,374 ","403,244 ",MWh
378,강원,수력,자가용,-,-,-,-,"1,262 ",MWh
379,강원,해양,사업용,-,-,-,-,-,MWh
380,강원,바이오가스,사업용,"10,184 ","5,517 ","4,852 ","4,798 ","4,845 ",MWh
381,강원,바이오가스,자가용,-,-,-,-,-,MWh
382,강원,매립지가스,사업용,"2,891 ","2,615 ","2,859 ",587 ,-,MWh
383,강원,매립지가스,자가용,-,-,-,-,-,MWh
384,강원,우드칩,사업용,"1,634 ",-,-,-,-,MWh
385,강원,우드칩,자가용,-,-,-,-,-,MWh
386,강원,목재펠릿,사업용,"912,508 ","808,631 ","545,131 ","81,714 ","113,772 ",MWh
387,강원,목재펠릿,자가용,-,-,-,-,-,MWh
388,강원,폐목재,사업용,-,-,-,-,-,MWh
389,강원,폐목재,자가용,-,-,-,-,-,MWh
390,강원,흑액,자가용,-,-,-,-,-,MWh
391,강원,하수슬러지고형연료,사업용,-,-,-,-,-,MWh
392,강원,Bio-SRF,사업용,"311,180 ","267,747 ","319,933 ","320,327 ","307,607 ",MWh
393,강원,Bio-SRF,자가용,-,-,-,-,-,MWh
394,강원,바이오중유,사업용,-,-,-,-,-,MWh
395,강원,폐가스,사업용,-,-,-,-,-,MWh
396,강원,폐가스,자가용,-,-,-,-,-,MWh
397,강원,산업폐기물,사업용,-,-,-,-,-,MWh
398,강원,산업폐기물,자가용,-,-,-,-,-,MWh
399,강원,생활폐기물,사업용,"5,565 ","5,849 ","6,725 ","7,068 ","1,240 ",MWh
400,강원,생활폐기물,자가용,"1,235 ",461 ,738 ,"2,413 ","16,448 ",MWh
401,강원,SRF,사업용,"53,359 ","65,735 ","39,343 ","38,625 ","10,006 ",MWh
402,강원,SRF,자가용,-,-,-,-,-,MWh
403,강원,시멘트킬른보조연료,자가용,-,-,-,-,"77,000 ",MWh
404,강원,정제연료유,사업용,-,-,-,-,-,MWh
405,강원,연료전지,사업용,737 ,205 ,-,-,-,MWh
406,강원,연료전지,자가용,195 ,172 ,181 ,186 ,189 ,MWh
407,강원,IGCC,사업용,-,-,-,-,-,MWh
408,충북,신재생에너지 총발전량,사업용,"1,286,058 ","1,328,358 ","1,006,383 ","847,867 ","581,988 ",MWh
409,충북,신재생에너지 총발전량,자가용,"138,325 ","115,260 ","91,751 ","237,598 ","75,434 ",MWh
410,충북,태양광,사업용,"605,671 ","398,513 ","279,003 ","171,885 ","118,903 ",MWh
411,충북,태양광,자가용,"119,083 ","94,120 ","81,663 ","62,395 ","49,693 ",MWh
412,충북,풍력,사업용,-,-,-,-,-,MWh
413,충북,풍력,자가용,15 ,17 ,16 ,15 ,15 ,MWh
414,충북,수력,사업용,"628,399 ","862,164 ","661,278 ","625,096 ","359,147 ",MWh
415,충북,수력,자가용,8 ,4 ,12 ,16 ,16 ,MWh
416,충북,해양,사업용,-,-,-,-,-,MWh
417,충북,바이오가스,사업용,"6,839 ","5,263 ","5,702 ","5,960 ","2,887 ",MWh
418,충북,바이오가스,자가용,"2,639 ",392 ,669 ,690 ,-,MWh
419,충북,매립지가스,사업용,"1,069 ","1,653 ","2,009 ","2,607 ","2,230 ",MWh
420,충북,매립지가스,자가용,-,-,-,-,-,MWh
421,충북,우드칩,사업용,-,-,-,-,-,MWh
422,충북,우드칩,자가용,-,-,-,-,-,MWh
423,충북,목재펠릿,사업용,-,-,-,-,-,MWh
424,충북,목재펠릿,자가용,-,-,-,-,"3,596 ",MWh
425,충북,폐목재,사업용,-,-,-,-,-,MWh
426,충북,폐목재,자가용,-,-,-,-,-,MWh
427,충북,흑액,자가용,-,-,-,-,-,MWh
428,충북,하수슬러지고형연료,사업용,-,-,-,-,-,MWh
429,충북,Bio-SRF,사업용,-,-,-,-,-,MWh
430,충북,Bio-SRF,자가용,-,-,-,-,-,MWh
431,충북,바이오중유,사업용,-,-,-,-,-,MWh
432,충북,폐가스,사업용,-,-,-,-,"57,204 ",MWh
433,충북,폐가스,자가용,-,-,-,-,-,MWh
434,충북,산업폐기물,사업용,"27,648 ","39,059 ","43,343 ","30,781 ","34,287 ",MWh
435,충북,산업폐기물,자가용,"3,269 ","3,203 ",-,-,-,MWh
436,충북,생활폐기물,사업용,-,-,-,-,"5,952 ",MWh
437,충북,생활폐기물,자가용,"12,890 ","17,209 ","9,122 ","18,409 ","22,094 ",MWh
438,충북,SRF,사업용,28 ,"3,431 ",-,601 ,"1,377 ",MWh
439,충북,SRF,자가용,-,-,-,-,-,MWh
440,충북,시멘트킬른보조연료,자가용,-,-,-,"155,957 ",-,MWh
441,충북,정제연료유,사업용,"16,404 ","18,275 ","15,048 ","10,936 ",-,MWh
442,충북,연료전지,사업용,-,-,-,-,-,MWh
443,충북,연료전지,자가용,421 ,315 ,269 ,115 ,20 ,MWh
444,충북,IGCC,사업용,-,-,-,-,-,MWh
445,충남,신재생에너지 총발전량,사업용,"8,557,160 ","9,688,935 ","8,581,389 ","7,326,301 ","6,576,878 ",MWh
446,충남,신재생에너지 총발전량,자가용,"357,829 ","419,936 ","422,042 ","359,972 ","34,363 ",MWh
447,충남,태양광,사업용,"1,547,863 ","1,045,283 ","772,788 ","532,970 ","333,561 ",MWh
448,충남,태양광,자가용,"89,527 ","67,657 ","57,957 ","43,146 ","34,126 ",MWh
449,충남,풍력,사업용,"2,617 ","2,972 ","2,924 ",996 ,-,MWh
450,충남,풍력,자가용,49 ,53 ,48 ,33 ,24 ,MWh
451,충남,수력,사업용,"76,773 ","76,688 ","79,322 ","81,794 ","96,872 ",MWh
452,충남,수력,자가용,51 ,90 ,54 ,46 ,124 ,MWh
453,충남,해양,사업용,-,-,-,-,-,MWh
454,충남,바이오가스,사업용,"11,773 ","7,883 ","7,873 ","3,662 ","2,710 ",MWh
455,충남,바이오가스,자가용,939 ,689 ,-,-,-,MWh
456,충남,매립지가스,사업용,-,-,-,-,-,MWh
457,충남,매립지가스,자가용,-,-,-,-,-,MWh
458,충남,우드칩,사업용,-,-,-,"9,617 ",-,MWh
459,충남,우드칩,자가용,-,-,-,-,-,MWh
460,충남,목재펠릿,사업용,"655,846 ","690,231 ","739,000 ","908,288 ","875,609 ",MWh
461,충남,목재펠릿,자가용,-,-,-,-,-,MWh
462,충남,폐목재,사업용,-,-,-,-,-,MWh
463,충남,폐목재,자가용,-,-,-,-,-,MWh
464,충남,흑액,자가용,-,-,-,-,-,MWh
465,충남,하수슬러지고형연료,사업용,"328,914 ","286,936 ","240,998 ","210,314 ","202,129 ",MWh
466,충남,Bio-SRF,사업용,"1,040,052 ","904,317 ","745,822 ","670,546 ","338,037 ",MWh
467,충남,Bio-SRF,자가용,-,-,-,-,4 ,MWh
468,충남,바이오중유,사업용,-,-,-,-,-,MWh
469,충남,폐가스,사업용,"3,682,934 ","4,886,452 ","4,645,563 ","4,506,826 ","4,695,545 ",MWh
470,충남,폐가스,자가용,"265,825 ","350,787 ","363,495 ","316,484 ",-,MWh
471,충남,산업폐기물,사업용,"20,105 ","16,977 ","16,515 ","10,818 ",-,MWh
472,충남,산업폐기물,자가용,-,-,-,-,-,MWh
473,충남,생활폐기물,사업용,"2,506 ","2,648 ","2,690 ","1,916 ",-,MWh
474,충남,생활폐기물,자가용,427 ,-,-,-,-,MWh
475,충남,SRF,사업용,"11,284 ",-,"14,514 ","3,855 ","4,099 ",MWh
476,충남,SRF,자가용,-,-,-,-,-,MWh
477,충남,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
478,충남,정제연료유,사업용,-,-,-,-,-,MWh
479,충남,연료전지,사업용,"145,220 ","66,543 ","27,646 ","24,018 ","22,227 ",MWh
480,충남,연료전지,자가용,"1,012 ",660 ,488 ,263 ,85 ,MWh
481,충남,IGCC,사업용,"1,031,272 ","1,702,006 ","1,285,733 ","360,681 ","6,089 ",MWh
482,전북,신재생에너지 총발전량,사업용,"5,787,045 ","4,955,445 ","3,392,678 ","1,535,813 ","1,143,632 ",MWh
483,전북,신재생에너지 총발전량,자가용,"82,468 ","70,079 ","62,347 ","48,745 ","109,095 ",MWh
484,전북,태양광,사업용,"2,162,670 ","1,504,188 ","1,155,966 ","899,409 ","694,216 ",MWh
485,전북,태양광,자가용,"71,665 ","56,402 ","47,865 ","36,423 ","30,623 ",MWh
486,전북,풍력,사업용,"50,689 ","20,623 ","23,099 ","20,460 ","16,361 ",MWh
487,전북,풍력,자가용,34 ,37 ,36 ,34 ,34 ,MWh
488,전북,수력,사업용,"231,799 ","219,193 ","172,278 ","191,798 ","229,366 ",MWh
489,전북,수력,자가용,-,-,-,-,-,MWh
490,전북,해양,사업용,-,-,-,-,-,MWh
491,전북,바이오가스,사업용,"23,501 ","22,139 ","24,789 ","12,804 ","13,793 ",MWh
492,전북,바이오가스,자가용,-,32 ,32 ,25 ,74 ,MWh
493,전북,매립지가스,사업용,"2,760 ","1,046 ",-,-,0 ,MWh
494,전북,매립지가스,자가용,-,-,-,-,-,MWh
495,전북,우드칩,사업용,"3,241 ",-,"1,234 ",-,"83,492 ",MWh
496,전북,우드칩,자가용,-,-,-,-,-,MWh
497,전북,목재펠릿,사업용,"2,891,365 ","2,765,667 ","1,621,162 ","170,747 ","5,728 ",MWh
498,전북,목재펠릿,자가용,-,-,-,-,-,MWh
499,전북,폐목재,사업용,-,-,-,-,"17,993 ",MWh
500,전북,폐목재,자가용,-,-,-,-,"78,331 ",MWh
501,전북,흑액,자가용,-,-,-,-,-,MWh
502,전북,하수슬러지고형연료,사업용,-,-,-,-,-,MWh
503,전북,Bio-SRF,사업용,"389,684 ","374,157 ","338,211 ","111,742 ",-,MWh
504,전북,Bio-SRF,자가용,-,-,-,-,-,MWh
505,전북,바이오중유,사업용,-,-,-,-,-,MWh
506,전북,폐가스,사업용,-,-,-,-,-,MWh
507,전북,폐가스,자가용,-,-,-,-,-,MWh
508,전북,산업폐기물,사업용,"10,857 ","12,166 ","21,287 ","91,122 ","22,842 ",MWh
509,전북,산업폐기물,자가용,-,-,-,-,-,MWh
510,전북,생활폐기물,사업용,-,-,-,-,"18,870 ",MWh
511,전북,생활폐기물,자가용,"10,737 ","13,578 ","14,382 ","12,232 ",-,MWh
512,전북,SRF,사업용,"15,528 ","32,262 ","33,797 ","35,829 ","29,014 ",MWh
513,전북,SRF,자가용,-,-,-,-,-,MWh
514,전북,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
515,전북,정제연료유,사업용,-,-,-,-,-,MWh
516,전북,연료전지,사업용,"4,951 ","4,004 ",854 ,"1,901 ","11,956 ",MWh
517,전북,연료전지,자가용,31 ,30 ,31 ,32 ,33 ,MWh
518,전북,IGCC,사업용,-,-,-,-,-,MWh
519,전남,신재생에너지 총발전량,사업용,"4,916,325 ","5,375,307 ","5,180,144 ","4,517,044 ","4,102,404 ",MWh
520,전남,신재생에너지 총발전량,자가용,"5,573,469 ","7,152,934 ","7,167,394 ","6,618,371 ","6,932,690 ",MWh
521,전남,태양광,사업용,"2,536,757 ","1,908,938 ","1,617,164 ","1,214,806 ","972,810 ",MWh
522,전남,태양광,자가용,"91,366 ","76,224 ","67,047 ","52,607 ","45,139 ",MWh
523,전남,풍력,사업용,"485,876 ","349,435 ","303,653 ","233,740 ","157,428 ",MWh
524,전남,풍력,자가용,"2,960 ","3,243 ","3,139 ","2,875 ","2,841 ",MWh
525,전남,수력,사업용,"94,430 ","77,965 ","66,976 ","130,429 ","112,093 ",MWh
526,전남,수력,자가용,-,-,-,-,-,MWh
527,전남,해양,사업용,-,-,-,-,-,MWh
528,전남,바이오가스,사업용,"1,197 ",640 ,621 ,"1,472 ","2,483 ",MWh
529,전남,바이오가스,자가용,427 ,259 ,231 ,231 ,"1,365 ",MWh
530,전남,매립지가스,사업용,"7,023 ","6,294 ","7,738 ","8,994 ","10,679 ",MWh
531,전남,매립지가스,자가용,-,-,-,-,-,MWh
532,전남,우드칩,사업용,"2,496 ",-,-,-,-,MWh
533,전남,우드칩,자가용,-,-,-,-,879 ,MWh
534,전남,목재펠릿,사업용,"9,757 ","30,584 ","67,557 ","48,673 ","68,487 ",MWh
535,전남,목재펠릿,자가용,-,-,-,-,-,MWh
536,전남,폐목재,사업용,-,-,-,-,-,MWh
537,전남,폐목재,자가용,-,-,-,-,-,MWh
538,전남,흑액,자가용,-,-,-,-,-,MWh
539,전남,하수슬러지고형연료,사업용,-,-,-,-,-,MWh
540,전남,Bio-SRF,사업용,"3,232 ",77 ,-,-,"6,143 ",MWh
541,전남,Bio-SRF,자가용,-,-,-,-,-,MWh
542,전남,바이오중유,사업용,-,-,-,-,-,MWh
543,전남,폐가스,사업용,"1,447,167 ","2,693,013 ","2,822,249 ","2,646,515 ","2,697,513 ",MWh
544,전남,폐가스,자가용,"5,478,116 ","7,072,686 ","7,096,507 ","6,562,134 ","6,881,402 ",MWh
545,전남,산업폐기물,사업용,"3,322 ","4,042 ","3,671 ","2,581 ",415 ,MWh
546,전남,산업폐기물,자가용,-,-,-,-,-,MWh
547,전남,생활폐기물,사업용,-,-,-,-,"1,392 ",MWh
548,전남,생활폐기물,자가용,-,-,-,120 ,680 ,MWh
549,전남,SRF,사업용,"145,307 ","182,724 ","183,755 ","112,279 ",-,MWh
550,전남,SRF,자가용,-,-,-,-,-,MWh
551,전남,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
552,전남,정제연료유,사업용,-,-,-,-,-,MWh
553,전남,연료전지,사업용,"179,760 ","121,596 ","106,759 ","117,556 ","72,961 ",MWh
554,전남,연료전지,자가용,599 ,522 ,470 ,404 ,384 ,MWh
555,전남,IGCC,사업용,-,-,-,-,-,MWh
556,경북,신재생에너지 총발전량,사업용,"3,778,842 ","3,945,786 ","3,422,014 ","3,248,641 ","2,976,454 ",MWh
557,경북,신재생에너지 총발전량,자가용,"5,359,949 ","6,096,926 ","5,902,017 ","5,339,169 ","5,020,908 ",MWh
558,경북,태양광,사업용,"1,519,137 ","1,066,442 ","780,862 ","523,069 ","390,448 ",MWh
559,경북,태양광,자가용,"82,521 ","65,236 ","55,948 ","42,110 ","33,638 ",MWh
560,경북,풍력,사업용,"773,311 ","729,661 ","514,599 ","401,005 ","329,973 ",MWh
561,경북,풍력,자가용,737 ,808 ,782 ,728 ,731 ,MWh
562,경북,수력,사업용,"237,721 ","233,370 ","213,047 ","227,980 ","209,672 ",MWh
563,경북,수력,자가용,-,-,-,-,"2,765 ",MWh
564,경북,해양,사업용,-,-,-,-,-,MWh
565,경북,바이오가스,사업용,"6,678 ","6,013 ","5,806 ",-,-,MWh
566,경북,바이오가스,자가용,"1,669 ","1,745 ","1,057 ","2,292 ","2,500 ",MWh
567,경북,매립지가스,사업용,-,-,-,0 ,167 ,MWh
568,경북,매립지가스,자가용,-,-,-,-,-,MWh
569,경북,우드칩,사업용,-,-,-,-,-,MWh
570,경북,우드칩,자가용,-,-,-,-,-,MWh
571,경북,목재펠릿,사업용,-,163 ,-,-,-,MWh
572,경북,목재펠릿,자가용,-,-,-,-,63 ,MWh
573,경북,폐목재,사업용,-,-,-,-,-,MWh
574,경북,폐목재,자가용,-,-,-,-,-,MWh
575,경북,흑액,자가용,-,-,-,-,-,MWh
576,경북,하수슬러지고형연료,사업용,"9,229 ","2,531 ",-,-,-,MWh
577,경북,Bio-SRF,사업용,-,-,-,-,-,MWh
578,경북,Bio-SRF,자가용,-,-,-,-,-,MWh
579,경북,바이오중유,사업용,-,-,-,-,-,MWh
580,경북,폐가스,사업용,"1,151,174 ","1,866,526 ","1,866,624 ","2,063,891 ","2,019,903 ",MWh
581,경북,폐가스,자가용,"5,250,666 ","6,001,916 ","5,818,198 ","5,268,633 ","4,947,675 ",MWh
582,경북,산업폐기물,사업용,"19,103 ","18,754 ","18,677 ","12,097 ",-,MWh
583,경북,산업폐기물,자가용,-,-,-,-,"29,122 ",MWh
584,경북,생활폐기물,사업용,"11,051 ","10,936 ","10,342 ","12,743 ","14,936 ",MWh
585,경북,생활폐기물,자가용,"20,263 ","23,530 ","22,426 ","22,193 ",-,MWh
586,경북,SRF,사업용,"42,638 ","4,420 ",-,-,-,MWh
587,경북,SRF,자가용,-,-,-,-,-,MWh
588,경북,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
589,경북,정제연료유,사업용,-,-,-,-,-,MWh
590,경북,연료전지,사업용,"8,800 ","6,971 ","12,058 ","7,855 ","11,355 ",MWh
591,경북,연료전지,자가용,"4,092 ","3,691 ","3,606 ","3,213 ","4,414 ",MWh
592,경북,IGCC,사업용,-,-,-,-,-,MWh
593,경남,신재생에너지 총발전량,사업용,"1,639,054 ","1,515,352 ","1,549,877 ","1,806,892 ","1,954,114 ",MWh
594,경남,신재생에너지 총발전량,자가용,"169,731 ","140,038 ","129,542 ","113,252 ","173,903 ",MWh
595,경남,태양광,사업용,"848,985 ","582,716 ","457,063 ","325,784 ","276,757 ",MWh
596,경남,태양광,자가용,"133,024 ","102,531 ","88,198 ","69,486 ","57,350 ",MWh
597,경남,풍력,사업용,"74,042 ","76,611 ","77,602 ","55,134 ","27,235 ",MWh
598,경남,풍력,자가용,"1,552 ","1,697 ","1,639 ","1,526 ","1,569 ",MWh
599,경남,수력,사업용,"189,868 ","180,669 ","185,484 ","283,193 ","286,146 ",MWh
600,경남,수력,자가용,-,-,-,-,4 ,MWh
601,경남,해양,사업용,-,-,-,-,-,MWh
602,경남,바이오가스,사업용,"11,428 ","12,455 ","9,454 ","7,209 ","6,409 ",MWh
603,경남,바이오가스,자가용,-,-,-,972 ,"1,451 ",MWh
604,경남,매립지가스,사업용,270 ,-,0 ,330 ,"1,161 ",MWh
605,경남,매립지가스,자가용,-,-,-,-,-,MWh
606,경남,우드칩,사업용,-,-,-,-,-,MWh
607,경남,우드칩,자가용,-,-,-,-,-,MWh
608,경남,목재펠릿,사업용,"489,754 ","542,041 ","728,611 ","1,055,810 ","1,082,221 ",MWh
609,경남,목재펠릿,자가용,-,-,-,-,-,MWh
610,경남,폐목재,사업용,-,-,-,-,-,MWh
611,경남,폐목재,자가용,-,-,-,-,-,MWh
612,경남,흑액,자가용,-,-,-,-,-,MWh
613,경남,하수슬러지고형연료,사업용,-,"115,847 ","90,097 ","74,659 ","80,413 ",MWh
614,경남,Bio-SRF,사업용,"13,741 ",668 ,-,-,-,MWh
615,경남,Bio-SRF,자가용,-,-,-,-,-,MWh
616,경남,바이오중유,사업용,-,-,-,-,-,MWh
617,경남,폐가스,사업용,-,-,-,-,-,MWh
618,경남,폐가스,자가용,-,-,-,-,-,MWh
619,경남,산업폐기물,사업용,"5,663 ",380 ,-,-,-,MWh
620,경남,산업폐기물,자가용,-,-,-,-,-,MWh
621,경남,생활폐기물,사업용,"3,609 ","3,827 ","1,567 ","4,773 ","193,772 ",MWh
622,경남,생활폐기물,자가용,"34,570 ","35,352 ","39,317 ","41,046 ","113,467 ",MWh
623,경남,SRF,사업용,-,-,-,-,-,MWh
624,경남,SRF,자가용,-,-,-,-,-,MWh
625,경남,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
626,경남,정제연료유,사업용,-,-,-,-,-,MWh
627,경남,연료전지,사업용,"1,693 ",138 ,-,-,-,MWh
628,경남,연료전지,자가용,585 ,458 ,388 ,221 ,62 ,MWh
629,경남,IGCC,사업용,-,-,-,-,-,MWh
630,제주,신재생에너지 총발전량,사업용,"2,712,419 ","1,814,218 ","1,454,487 ","1,760,492 ","1,465,828 ",MWh
631,제주,신재생에너지 총발전량,자가용,"42,274 ","36,785 ","33,268 ","28,555 ","27,689 ",MWh
632,제주,태양광,사업용,"300,499 ","179,389 ","146,867 ","94,180 ","78,947 ",MWh
633,제주,태양광,자가용,"34,042 ","27,091 ","23,760 ","18,269 ","14,515 ",MWh
634,제주,풍력,사업용,"548,385 ","534,877 ","536,328 ","463,468 ","345,354 ",MWh
635,제주,풍력,자가용,"1,559 ","1,689 ","1,666 ","2,664 ","2,834 ",MWh
636,제주,수력,사업용,"2,553 ","1,949 ","2,142 ","1,622 ",755 ,MWh
637,제주,수력,자가용,308 ,371 ,369 ,371 ,376 ,MWh
638,제주,해양,사업용,0 ,-,-,-,-,MWh
639,제주,바이오가스,사업용,"2,145 ","2,897 ","3,509 ","3,205 ","2,122 ",MWh
640,제주,바이오가스,자가용,-,-,-,-,-,MWh
641,제주,매립지가스,사업용,"2,204 ","2,543 ","2,497 ","2,342 ","2,542 ",MWh
642,제주,매립지가스,자가용,-,-,-,-,-,MWh
643,제주,우드칩,사업용,"7,349 ","15,942 ","22,528 ","20,579 ","15,794 ",MWh
644,제주,우드칩,자가용,-,-,-,-,-,MWh
645,제주,목재펠릿,사업용,-,-,-,-,-,MWh
646,제주,목재펠릿,자가용,-,-,-,-,-,MWh
647,제주,폐목재,사업용,-,-,-,-,-,MWh
648,제주,폐목재,자가용,-,-,-,-,-,MWh
649,제주,흑액,자가용,-,-,-,-,-,MWh
650,제주,하수슬러지고형연료,사업용,-,-,-,-,-,MWh
651,제주,Bio-SRF,사업용,-,-,-,-,-,MWh
652,제주,Bio-SRF,자가용,-,-,-,-,-,MWh
653,제주,바이오중유,사업용,"1,849,283 ","1,076,621 ","740,617 ","1,175,095 ","1,020,314 ",MWh
654,제주,폐가스,사업용,-,-,-,-,-,MWh
655,제주,폐가스,자가용,-,-,-,-,-,MWh
656,제주,산업폐기물,사업용,-,-,-,-,-,MWh
657,제주,산업폐기물,자가용,-,-,-,-,-,MWh
658,제주,생활폐기물,사업용,-,-,-,-,-,MWh
659,제주,생활폐기물,자가용,"6,366 ","7,635 ","7,473 ","7,250 ","9,964 ",MWh
660,제주,SRF,사업용,-,-,-,-,-,MWh
661,제주,SRF,자가용,-,-,-,-,-,MWh
662,제주,시멘트킬른보조연료,자가용,-,-,-,-,-,MWh
663,제주,정제연료유,사업용,-,-,-,-,-,MWh
664,제주,연료전지,사업용,-,-,-,-,-,MWh
665,제주,연료전지,자가용,-,-,-,-,-,MWh
666,제주,IGCC,사업용,-,-,-,-,-,MWh
